label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
D,-0.0453315377235412,-0.3122776746749878,0.0258167032152414,-0.0034682750701904,-0.2364809811115265,-0.137638971209526,-0.0044565796852111,-0.237313687801361,0.2060346156358719,-0.0024818778038024,0.0043129920959472,-0.1079111024737358,0.0024818778038024,-0.0043129622936248,0.1079093515872955,-0.1037976741790771,0.0396252870559692,-0.0559694580733776,0.0351248979568481,0.1609499454498291,0.074441097676754,-0.0738511681556701,0.2040355205535888,0.0213119015097618,0.1346668004989624,0.1523786783218383,0.0596627779304981,-0.0585849285125732,0.2329087257385254,0.0293223280459642,0.153061032295227,0.1344126462936401,0.05877685546875,-0.1164566278457641,0.2331844568252563,0.018747778609395,0.134835660457611,0.2087255716323852,0.0508684776723384
D,-0.036876380443573,-0.316079318523407,0.0253619216382503,0.0029059052467346,-0.2493380904197693,-0.1617525666952133,0.0033398866653442,-0.2463221549987793,0.2125869393348693,2.3484230041503903e-05,0.0039891600608825,-0.117127887904644,-2.3484230041503903e-05,-0.0039891600608825,0.1170019209384918,0.0278632044792175,0.1833433508872985,-0.1792657524347305,-0.0930001139640808,0.0477544665336608,0.1213236823678016,0.1306643486022949,0.2091210484504699,-0.1805700659751892,-0.0813477039337158,0.2195296883583068,0.1539296209812164,0.1547167301177978,0.2048830389976501,-0.1800824552774429,-0.0701809525489807,0.2506026029586792,0.1548840999603271,0.1113560795783996,0.2744126915931701,-0.2318009734153747,-0.1219062805175781,0.2485737204551696,0.1393929421901703
D,-0.0425618886947631,-0.3115016222000122,-0.0026237384881824,-0.0002486705780029,-0.2377050518989563,-0.1566877216100692,0.0031852722167968,-0.2358559370040893,0.1685902327299118,-0.0020561814308166,0.0045315027236938,-0.1052017211914062,0.0020561814308166,-0.0045315027236938,0.1052360236644744,-0.0306206345558166,0.1443586945533752,-0.1219734475016594,-0.0408110618591308,0.1045388579368591,0.0712545663118362,0.0552865862846374,0.1969271898269653,-0.056805495172739,0.0117762088775634,0.1880666613578796,0.0800467059016227,0.0751111507415771,0.1953933238983154,-0.0509982854127883,0.025494635105133,0.1951372027397155,0.0794555321335792,0.0447266101837158,0.2453717589378357,-0.0717406645417213,0.0057403445243835,0.2342925667762756,0.0693443492054939
D,-0.0430275797843933,-0.3098282217979431,-0.0123274568468332,-0.003478467464447,-0.2325401902198791,-0.1645511239767074,-0.0062577128410339,-0.2317918539047241,0.1720227152109146,-0.0026494860649108,0.0041999220848083,-0.1061615496873855,0.0026494860649108,-0.0041999220848083,0.1061263307929039,-0.1032608151435852,0.0480571389198303,-0.0849653035402298,0.0499191880226135,0.1492226719856262,0.0927405133843422,-0.056513488292694,0.1931107640266418,-0.0159551557153463,0.1480055451393127,0.1464526653289795,0.0526966713368892,-0.0407869219779968,0.2207862138748169,-0.0077315587550401,0.1680870652198791,0.1314998269081115,0.0493261478841304,-0.1004965305328369,0.227353811264038,-0.0071806842461228,0.1448697447776794,0.2056148648262024,0.04190094769001
D,-0.0357412993907928,-0.3150015771389007,0.0148579012602567,0.0054361820220947,-0.2485749125480651,-0.1544301360845565,0.0027492642402648,-0.2446144819259643,0.2009262442588806,-0.0005411505699157,0.002196729183197,-0.1101504862308502,0.0005411505699157,-0.002196729183197,0.1102069541811943,-0.0513569712638855,0.1383883953094482,-0.1094058826565742,-0.0234238803386688,0.1250109672546386,0.0738622322678566,-0.0328198075294494,0.2507631182670593,-0.0534784980118274,0.0497863292694091,0.2236295342445373,0.0734187364578247,-0.0179736614227294,0.2682287693023681,-0.0492117069661617,0.0665687322616577,0.2308836579322815,0.072320632636547,-0.0794949531555175,0.2827115058898926,-0.0865184366703033,0.0449774265289306,0.2733391523361206,0.0590261630713939
D,-0.0457561016082763,-0.3113946616649627,0.0198978092521429,-0.0047860741615295,-0.2363750338554382,-0.1364622861146927,0.0002351999282836,-0.2340689599514007,0.1909549683332443,-0.0015577673912048,0.0049260258674621,-0.1015092208981514,0.0015577673912048,-0.0049260258674621,0.1014934778213501,0.0091392397880554,0.198556900024414,-0.1510040760040283,-0.071204125881195,0.1042329668998718,0.0701480582356453,0.071175217628479,0.1686232686042785,-0.0377498194575309,-0.0642396807670593,0.1696839332580566,0.0895961225032806,0.0855742692947387,0.1543374061584472,-0.0261861719191074,-0.0516762137413024,0.1994920969009399,0.0898598209023475,0.0813630223274231,0.2221081256866455,-0.0297226943075656,-0.0469797849655151,0.2399320006370544,0.083968736231327
D,-0.0252516269683837,-0.3236091434955597,0.0164582971483469,0.0071091055870056,-0.2421324849128723,-0.1656341105699539,0.016871690750122,-0.2377740740776062,0.1944881975650787,-0.0014865100383758,0.0035740733146667,-0.1148201301693916,0.0014865398406982,-0.0035740733146667,0.1147525161504745,0.0312062501907348,0.1854937076568603,-0.1691698133945465,-0.093325138092041,0.0412925481796264,0.1343976408243179,0.1337728500366211,0.2014049887657165,-0.1488902568817138,-0.0723377168178558,0.2048560380935669,0.1871630400419235,0.1572808027267456,0.1979970335960388,-0.1461117267608642,-0.0604512095451355,0.2368031144142151,0.1898385882377624,0.1166430711746215,0.2648762464523315,-0.1909700781106948,-0.1115681529045105,0.2314479351043701,0.1758372634649276
D,-0.0300063490867614,-0.3177754878997803,0.0221280381083488,0.0075128078460693,-0.2424896955490112,-0.1512164175510406,0.0118257999420166,-0.2397071123123169,0.1969296485185623,-0.0012271702289581,0.0043070912361145,-0.1087928488850593,0.0012271404266357,-0.0043070912361145,0.1087212339043617,0.0279904007911682,0.1893795132637024,-0.1702010035514831,-0.096107006072998,0.0333988666534423,0.1400189697742462,0.1315665245056152,0.1922495365142822,-0.1459632068872451,-0.0698872804641723,0.1961013078689575,0.1748399585485458,0.1538876295089721,0.1753621697425842,-0.1422095894813537,-0.0578042864799499,0.2273847460746765,0.1759943217039108,0.1245852708816528,0.2530879974365234,-0.1727812141180038,-0.1096361875534057,0.2259984612464904,0.1666145473718643
D,0.0464098453521728,-0.3081471621990204,0.0075397137552499,0.0053343772888183,-0.2353647351264953,0.1705280244350433,0.0029473304748535,-0.2315838932991027,-0.1382922679185867,-0.0052765905857086,-0.0032473802566528,0.101808063685894,0.0052765607833862,0.0032473802566528,-0.1019964590668678,-0.0341277420520782,0.1542893052101135,0.0826722532510757,0.1096762418746948,0.0383349657058715,-0.0736831873655319,-0.1333574950695037,0.1536332964897155,0.1062348112463951,0.0713946819305419,0.1982430815696716,0.0077805519104003,-0.1504837572574615,0.1321896910667419,0.1099776402115821,0.0581518411636352,0.2265490889549255,0.0153712974861264,-0.1334618628025055,0.2112243771553039,0.0915457531809806,0.1172865629196167,0.2330527305603027,0.0104009853675961
D,0.0392154455184936,-0.3132984638214111,0.0094986660405993,0.0027172565460205,-0.2369283735752105,0.1649618744850158,-0.0058628320693969,-0.2387899160385131,-0.1568828970193863,0.0033227205276489,-0.0025779902935028,0.0959767252206802,-0.0033227205276489,0.0025780200958251,-0.0960035994648933,0.0923635363578796,0.0604804754257202,0.0846948772668838,-0.02847820520401,0.1764311790466308,-0.124280996620655,0.0709101557731628,0.2270548343658447,0.1542262136936187,-0.1306765675544738,0.2091805934906005,-0.0829780176281929,0.0296152234077453,0.2455220222473144,0.1597871631383896,-0.1493866443634033,0.2057768106460571,-0.0780868902802467,0.0682979226112365,0.2714358568191528,0.1390044093132019,-0.1127285361289978,0.2774900197982788,-0.108469471335411
